No,Keyword,Volume,Position,Est. Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL
57,"성희롱 뜻",480,19,2,"\0.00",1,18,"https://m.blog.naver.com/paran8760/221493736166"
58,"카촬죄",480,5,61,"\36.56",56,49,"https://m.blog.naver.com/lawyerplus/222843038529"
59,"랜덤 비밀번호",480,13,3,"\0.00",1,18,"https://blog.naver.com/crucifyer/222135755728?viewType=pc"
60,"추행",480,6,23,"\2.61",9,10,"https://blog.naver.com/lawme1004/221964927223?viewType=pc"
61,"그루밍 성범죄",480,1,146,"\23.11",17,24,"https://m.blog.naver.com/polinlove2/222829591308"
62,"금고형 벌금형 차이",390,1,119,"\0.00",1,13,"https://blog.naver.com/taelim-ip/221824258376"
63,"무고죄 합의금",390,1,119,"\1.77",13,22,"https://m.blog.naver.com/dlwhdcks0217/222713074193"
64,"성인 만남",390,22,1,"\0.75",63,37,"https://blog.naver.com/lawfirm777/222198911653?viewType=pc"
65,"음행",390,11,4,"\0.00",1,31,"https://korean.dict.naver.com/koendict/ko/entry/koen/82a46150141f4a7ba11dd64d529d2a4a"
66,"법무법인 심",390,9,6,"\1.80",13,22,"https://m.blog.naver.com/simlegal/223493048461"
67,"딥페이크 처벌 기준",390,3,38,"\1.80",12,17,"https://blog.naver.com/aplaw_criminal/223323088791?viewType=pc"
68,"위력",390,4,26,"\0.00",1,31,"https://korean.dict.naver.com/koendict/ko/entry/koen/b03eda2458d94647bad5ee3593d1b7db"
69,"강제 추행죄",390,11,4,"\8.22",41,36,"https://blog.naver.com/mospada21/221374697722"
70,"공연히 뜻",390,2,119,"\0.00",1,18,"https://korean.dict.naver.com/koendict/ko/entry/koen/1c4ab99811124a8dbfa50fd86217a8a6"
71,"신상 정보 등록",320,11,3,"\2.13",4,15,"https://m.blog.naver.com/lk_urlawyer/222766259858"
72,"거짓말탐지기 조사후기",320,4,21,"\0.32",5,20,"https://blog.naver.com/lawyerpol7/221198780927?viewType=pc"
73,"법무 법인 정세",320,12,2,"\4.70",6,15,"https://m.blog.naver.com/jeongselawfirm/223056998260"
74,"성공 사례",320,9,6,"\1.70",9,21,"https://displayad.naver.com/stories"
75,"신상정보등록 후기",390,2,52,"\2.20",6,20,"https://blog.naver.com/ywoolaw/221633240779?viewType=pc"
76,"마사지 손님 벌금",260,3,31,"\2.20",11,17,"https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60219&docId=385011647&qb=7JeF7IaMIOuLqOyGjQ==&enc=utf8&section=kin.qna&rank=6&search_sort=0&spq=0"
77,"통매음 벌금",320,2,97,"\9.13",25,26,"https://m.blog.naver.com/jdnlaw/223112572016"
78,"감명 아",320,4,21,"\0.00",1,18,"https://blog.naver.com/hwoarangx2/223188550938?viewType=pc"
79,"통 매음 사례",320,2,74,"\3.43",15,18,"https://m.blog.naver.com/youlawfirm2/223047622960"
80,"성범죄 무고 비율",320,41,1,"\2.05",16,18,"https://blog.naver.com/law-pro/221686450769?viewType=pc"
81,"카메라등이용촬영죄",320,12,3,"\8.96",41,44,"https://m.blog.naver.com/intellia1/222767320068"
82,"경찰 포렌식 기간",320,2,74,"\9.75",7,16,"https://blog.naver.com/widance/223483627785?fromRss=true&trackingCode=rss"
83,"감명아",320,4,21,"\0.00",1,31,"https://blog.naver.com/hwoarangx2/223188550938?viewType=pc"
84,"아청물 시청 처벌 사례",320,5,15,"\2.82",28,25,"https://blog.naver.com/electric11639/223372636348?viewType=pc"
85,"준 카메라",260,13,2,"\3.15",1,19,"https://m.blog.naver.com/abe1114/222984086344"
86,"통매음 사례",320,4,21,"\2.66",17,24,"https://m.blog.naver.com/tjsrud1263/223391155378"
87,"구류 뜻",320,6,15,"\0.00",1,18,"https://korean.dict.naver.com/koendict/ko/entry/koen/0d91e8556c8449e89ba3401f1fb277d8"
88,"신상정보",320,13,2,"\2.66",2,32,"https://blog.naver.com/wjddma1031/222682896464?viewType=pc"
89,"성폭행 뜻",320,4,21,"\0.00",1,18,"https://m.blog.naver.com/paran8760/221493736166"
90,"인연이 아니라는 증거",320,1,97,"\0.00",1,13,"https://blog.naver.com/jesusbyun/221883385026"
91,"통 매음 벌금",320,2,74,"\15.43",12,17,"https://m.blog.naver.com/jdnlaw/223112572016"
92,"통매음 신고하는법",320,1,97,"\4.46",35,7,"https://m.blog.naver.com/edith_05/223391582526"
93,"마커스 성범죄",320,58,1,"\1.03",1,19,"https://m.blog.naver.com/PostView.naver?isHttpsRedirect=true&blogId=naninkan&logNo=221060898994&proxyReferer="
94,"음란물 유포",320,5,18,"\7.42",30,28,"https://m.blog.naver.com/lawfirmdaeryun/223263272813"
95,"신상 정보",320,12,3,"\2.66",2,19,"https://blog.naver.com/wjddma1031/222682896464?viewType=pc"
96,"통 매음 신고하는 법",320,1,97,"\4.46",35,7,"https://m.blog.naver.com/edith_05/223391582526"
97,"아청 물 시청 처벌 사례",320,2,52,"\5.08",23,12,"https://blog.naver.com/electric11639/223372636348?viewType=pc"
98,"신상정보등록",320,11,3,"\2.13",4,33,"https://blog.naver.com/thlimlawyer/223073720127"
99,"구속 영장 실질 심사",260,14,2,"\15.57",11,9,"https://m.blog.naver.com/zun1151/221806669080"
100,"감명받다",260,3,25,"\0.00",1,31,"https://blog.naver.com/8_dmar_1_l2a_n0-uoio/223330549201?viewType=pc"
