No,Keyword,Volume,Position,Est. Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL
32,"통 매음 무혐의 사례",720,36,2,"₩4.89",31,15,"https://brunch.co.kr/@chaedn/429"
33,"공공장소",720,6,47,"₩0.00",1,31,"https://brunch.co.kr/@seorida/16"
34,"만 16세 이상 합의",590,20,1,"₩8.33",15,33,"https://brunch.co.kr/@lawlee/83"
35,"위계 뜻",590,21,1,"₩0.00",1,18,"https://brunch.co.kr/@doyeong/24"
36,"특정 성",590,65,1,"₩1.73",1,19,"https://brunch.co.kr/@ggom/227"
37,"특정성 성립",590,42,1,"₩1.01",4,20,"https://brunch.co.kr/@@euJs/7"
38,"특정성",590,60,1,"₩1.73",1,32,"https://brunch.co.kr/@ggom/227"
39,"음란물 유포 죄",480,24,1,"₩30.81",36,24,"https://brunch.co.kr/@lawfirmsewoong/143"
40,"사이버 명예훼손 사례",480,65,1,"₩0.45",10,17,"https://brunch.co.kr/@@erf1/51"
41,"랜덤비밀번호",480,31,1,"₩0.28",1,32,"https://brunch.co.kr/keyword/%EB%9E%9C%EB%8D%A4%EB%B9%84%EB%B0%80%EB%B2%88%ED%98%B8"
42,"있었습니다",480,48,1,"₩0.00",1,31,"https://brunch.co.kr/@@heeW/14"
43,"트위터 간단 경찰",480,28,1,"₩17.86",2,37,"https://brunch.co.kr/@lawfirmsewoong/179"
44,"아청",480,55,1,"₩16.32",9,34,"https://brunch.co.kr/@@erf1/99"
45,"카촬죄",480,6,38,"₩36.56",56,49,"https://brunch.co.kr/@lawyerpolice/36"
46,"성희롱 뜻",480,62,1,"₩0.00",1,18,"https://brunch.co.kr/@lawyer4us/19"
47,"랜덤 비밀번호",480,25,1,"₩0.00",1,18,"https://brunch.co.kr/keyword/%EB%9E%9C%EB%8D%A4%EB%B9%84%EB%B0%80%EB%B2%88%ED%98%B8"
48,"추행",480,3,47,"₩2.61",9,10,"https://brunch.co.kr/@@tNv/167"
49,"그루밍 성범죄",480,69,1,"₩23.11",17,24,"https://brunch.co.kr/@3c575f0a75ea4da/27"
50,"강제 추행죄",390,4,22,"₩8.22",41,36,"https://brunch.co.kr/@@tNv/167"
51,"공연히 뜻",390,62,1,"₩0.00",1,18,"https://brunch.co.kr/@26a3c1b65480449/116"
52,"금고형 벌금형 차이",390,6,13,"₩0.00",1,13,"https://brunch.co.kr/@@1e0Z/3388"
53,"무고죄 합의금",390,7,10,"₩1.77",13,22,"https://brunch.co.kr/@lawyerpolice/57"
54,"성인 만남",390,15,2,"₩0.75",63,37,"https://brunch.co.kr/@@gYt1/28"
55,"음행",390,26,1,"₩0.00",1,31,"https://brunch.co.kr/@jlee5059/1212"
56,"위력",390,69,1,"₩0.00",1,31,"https://brunch.co.kr/@@fI4H/185"
57,"신상 정보",320,14,2,"₩2.66",2,19,"https://brunch.co.kr/@@dGts/205"
58,"아청 물 시청 처벌 사례",320,36,1,"₩5.08",23,12,"https://brunch.co.kr/@lawjo/26"
59,"거짓말탐지기 조사후기",320,9,5,"₩0.32",5,20,"https://brunch.co.kr/@@clNV/3"
60,"신상 정보 등록",320,4,21,"₩2.13",4,15,"https://brunch.co.kr/@chaedn/700"
61,"성공 사례",320,81,1,"₩1.70",9,21,"https://brunch.co.kr/@catchup/37"
62,"신상정보등록 후기",390,1,97,"₩2.20",6,20,"https://brunch.co.kr/@chaedn/700"
63,"마사지 손님 벌금",260,87,1,"₩2.20",11,17,"https://brunch.co.kr/@lawyerpolice/92"
64,"통매음 벌금",320,6,15,"₩9.13",25,26,"https://brunch.co.kr/@@dGts/362"
65,"감명 아",320,23,1,"₩0.00",1,18,"https://brunch.co.kr/@@gDXo/10"
66,"통 매음 사례",320,47,1,"₩3.43",15,18,"https://brunch.co.kr/@chaedn/429"
67,"성범죄 무고 비율",320,82,1,"₩2.05",16,18,"https://brunch.co.kr/@hopin304/17"
68,"카메라등이용촬영죄",320,37,1,"₩8.96",41,44,"https://brunch.co.kr/@@dGts/430"
69,"경찰 포렌식 기간",320,15,2,"₩9.75",7,16,"https://brunch.co.kr/@lawlee/96"
70,"준 카메라",260,93,1,"₩3.15",1,19,"https://brunch.co.kr/@@rsA/356"
71,"감명아",320,24,1,"₩0.00",1,31,"https://brunch.co.kr/@@gDXo/10"
72,"구류 뜻",320,63,1,"₩0.00",1,18,"https://brunch.co.kr/@@1e0Z/1199"
73,"신상정보",320,14,2,"₩2.66",2,32,"https://brunch.co.kr/@@dGts/205"
74,"성폭행 뜻",320,66,1,"₩0.00",1,18,"https://brunch.co.kr/@@1dqw/1317"
75,"인연이 아니라는 증거",320,25,1,"₩0.00",1,13,"https://brunch.co.kr/@@vHZ/43"
76,"통 매음 벌금",320,21,1,"₩15.43",12,17,"https://brunch.co.kr/@@dGts/298"
77,"음란물 유포",320,32,1,"₩7.42",30,28,"https://brunch.co.kr/@lawfirmsewoong/143"
78,"신상정보등록",320,4,21,"₩2.13",4,33,"https://brunch.co.kr/@chaedn/700"
79,"경찰조사 후기",260,1,79,"₩0.02",5,20,"https://brunch.co.kr/@mujinlaw/7"
80,"주거침입 합의금",320,36,1,"₩2.20",15,23,"https://brunch.co.kr/@@dGts/883"
81,"준강제추행",260,7,7,"₩6.97",47,46,"https://brunch.co.kr/@lawyerpolice/58"
82,"통매음 초범 벌금",260,25,1,"₩3.56",27,22,"https://brunch.co.kr/@@dGts/298"
83,"구속영장 실질심사",260,10,3,"₩1.16",6,20,"https://brunch.co.kr/@lawyerpolice/2"
84,"온라인 상담",260,14,1,"₩1.92",36,18,"https://brunch.co.kr/@trost/104"
85,"건조물침입",260,15,1,"₩2.59",4,33,"https://brunch.co.kr/@26a3c1b65480449/224"
86,"성범죄변호사 선임 비용",260,3,42,"₩12.85",81,32,"https://brunch.co.kr/@@eVgH/33"
87,"구속 영장 실질 심사",260,17,1,"₩15.57",11,9,"https://brunch.co.kr/@lawyerpolice/2"
88,"감명받다",260,54,1,"₩0.00",1,31,"https://brunch.co.kr/@@4S7V/75"
89,"라인 영상구매 처벌",260,85,1,"₩5.35",36,24,"https://brunch.co.kr/@@gYt1/26"
90,"건조물침입죄",260,21,1,"₩12.79",5,33,"https://brunch.co.kr/@26a3c1b65480449/224"
91,"형사 옷차림",260,2,79,"₩0.00",1,18,"https://brunch.co.kr/@@cmQM/153"
92,"감명 받다",260,59,1,"₩0.00",1,18,"https://brunch.co.kr/@@4S7V/75"
93,"성범죄 변호사 선임비용",260,5,17,"₩12.85",81,38,"https://brunch.co.kr/@@eVgH/33"
94,"기만 기망",260,36,1,"₩0.00",1,18,"https://brunch.co.kr/@cnscout/15"
95,"준카메라",260,42,1,"₩3.15",1,32,"https://brunch.co.kr/@allankim/206"
96,"전문 변호사",210,5,12,"₩8.59",10,22,"https://brunch.co.kr/@@e6gt/27"
97,"강제추행변호사",260,29,1,"₩74.12",74,54,"https://brunch.co.kr/@lawlee/45"
98,"강제추행죄 초범",260,10,3,"₩4.72",50,34,"https://brunch.co.kr/@@gYt1/18"
99,"라인 영상 구매 처벌",260,80,1,"₩5.35",36,16,"https://brunch.co.kr/@@gYt1/26"
100,"변호사 수임",260,5,17,"₩22.94",5,20,"https://brunch.co.kr/@sosong/70"
